iteration,model number,run directory,ref run,status,fitness,model,ofv,success,covariance,correlation,ntheta,nomega,nsigm,condition num,r penalty,python penalty,translation messages,runtime errors
1,22,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/22,,Done,34081.394370,11011001013111010,14172.23117912035,False,False,False,13,7,1,99999999,0,19909.1631910156,,
1,02,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/02,,Done,29590735.740148,00111011003111002,28956674.238644745,False,False,False,9,4,1,99999999,0,634061.501503124,,
1,33,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/33,,Done,443438.960919,21001010100111010,15145.705305726176,False,False,False,12,7,1,99999999,0,428293.25561363506,,
1,37,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/37,,Done,232183.935685,20110000021011101,14823.568238509966,False,False,False,12,7,1,99999999,0,217360.36744622432,,
1,32,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/32,,Done,50322.461578,21010111120110100,14247.76716013786,False,False,False,13,8,1,99999999,0,36074.69441819165,,
1,06,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/06,,Done,18427050.813611,20110110121011112,14402711.03359929,False,False,False,13,8,1,99999999,0,4024339.780011535,,
1,30,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/30,,Done,21501092.302031,20100101020001102,17380102.436537705,False,False,False,11,7,1,99999999,0,4120989.8654929185,,
1,28,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/28,,Done,18179906.471670,21111101022111112,17512477.93624784,False,False,False,13,7,1,99999999,0,667428.5354219088,,
1,17,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/17,,Done,22500752.074974,20011100122101012,12500376.373481411,False,False,False,13,8,1,99999999,0,10000375.701492636,,
1,09,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/09,,Done,1081509.498265,10111111103110111,14603.59550839035,False,False,False,12,6,1,99999999,0,1066905.902756874,,
1,27,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/27,,Done,24975245.690956,20010000111000012,13974896.389996924,False,False,False,10,8,1,99999999,0,11000349.300958734,,
1,08,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/08,,Done,15458779.557341,20101000013010002,14149403.061957868,False,False,False,11,8,1,99999999,0,1309376.4953828934,,
1,19,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/19,,Done,695476.182047,21010001021011100,14737.225157028251,False,False,False,12,7,1,99999999,0,680738.9568898175,,
1,25,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/25,,Done,832603.130493,21101110101111000,14586.792639778969,False,False,False,12,7,1,99999999,0,818016.3378531251,,
1,20,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/20,,Done,1159756.366984,20110000103000001,16300.222880953132,False,False,False,9,7,1,99999999,0,1143456.144103335,,
1,15,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/1/15,,Done,2304119.238507,10110000003111010,16261.310842050567,False,False,False,11,5,1,99999999,0,2287857.9276652522,,
2,22,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/22,,Done,15293.554278,00101100022101101,15146.216513391792,False,False,False,8,3,1,99999999,0,147.33776460681852,,
2,25,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/25,,Done,15084.016813,01111110112101101,14942.604759538255,False,True,True,8,4,1,7.180044356220931,0,141.4120537977381,,
2,36,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/36,,Done,15061.863286,01111100122100110,14937.0197684091,False,True,True,8,4,1,4.85259593531763,0,124.84351734110646,,
2,16,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/16,,Done,15114.068926,01101100120101101,14951.472688882988,False,False,False,9,4,1,99999999,0,162.59623726848972,,
2,35,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/35,,Done,15185.643983,00101110122000110,15100.581567140274,False,True,True,7,4,1,6.303224344233568,0,85.06241576934072,,
2,24,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/24,,Done,15168.364098,00110110120100100,15067.487483924804,False,True,True,8,4,1,6.009490378932365,0,100.87661424526964,,
2,08,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/08,,Done,15289.496310,01101110120001101,15156.363356801508,False,False,False,8,4,1,99999999,0,133.13295355175774,,
2,03,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/03,,Done,15288.503029,00110110120101101,15137.052167030964,False,False,False,9,4,1,99999999,0,151.45086235850366,,
2,23,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/23,,Done,15348.404975,00110110022101101,15207.24378979033,False,False,False,8,3,1,99999999,0,141.16118555489706,,
2,10,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/10,,Done,15047.122334,01100111110101101,14890.714173126229,False,True,True,9,5,1,9.802475139704033,0,156.4081613645236,,
2,29,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/29,,Done,1338750.096197,01101100112100110,18244.70786756075,False,False,False,7,4,1,99999999,0,1320505.3883296333,,
2,01,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/01,,Done,21557.241053,00001100113101100,14942.506142391869,False,True,True,8,4,1,8.07459814665965,0,6614.734910597548,,
2,37,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/37,,Done,36346.788911,00101110110001100,14972.351101631191,False,True,True,7,4,1,9.957257202000473,0,21374.43780928288,,
2,19,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/19,,Done,15346.868077,01101110022101100,15183.699784860304,False,False,False,8,3,1,99999999,0,163.16829183091687,,
2,11,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/11,,Done,15137.991775,00110100120001110,14968.067452706084,False,False,False,8,4,1,99999999,0,169.92432189312575,,
2,14,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/14,,Done,15126.950756,01111101122101100,14937.632887783466,False,False,False,9,4,1,99999999,0,189.31786807387368,,
2,15,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/15,,Done,15230.688143,00111110122101110,15066.843120399773,False,False,False,9,4,1,99999999,0,163.84502234976625,,
2,33,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/33,,Done,15250.517489,01101110122001100,15100.778046828204,False,False,False,8,4,1,99999999,0,149.73944183616652,,
2,20,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/20,,Done,44403.180911,11110110020101101,15097.206488285194,False,False,False,11,5,1,99999999,0,29305.97442258915,,
2,02,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/02,,Done,14272.887273,10010110120101111,14048.615926691657,False,False,False,13,6,1,99999999,0,224.27134612901915,,
2,05,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/05,,Done,14483.568519,10110110120001101,14300.370739846097,False,False,False,11,6,1,99999999,0,183.1977794438033,,
2,30,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/30,,Done,14290.949087,10111110122100110,14128.253812022216,False,True,True,12,6,1,9.86544096211143,0,162.69527475677984,,
2,38,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/38,,Done,24739.894601,10111100122000100,14270.733523067081,False,True,True,10,6,1,102.4631115712422,0,10469.161078121275,,
2,09,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/09,,Done,14550.354261,10110100120101101,14272.81201410807,False,False,False,12,6,1,99999999,0,277.54224658419344,,
2,13,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/13,,Done,14416.010988,11101111122101111,14225.550218498909,False,False,False,13,6,1,99999999,0,190.4607692747815,,
2,21,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/21,,Done,14966.597845,10110110022101101,14770.03926991702,False,False,False,11,5,1,99999999,0,196.55857531925074,,
2,28,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/28,,Done,14492.805198,11111100122100100,14338.074869112881,False,True,True,11,6,1,11.0033139122208,0,154.73032912198136,,
2,18,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/18,,Done,14953.145421,10111110022101100,14736.667826226907,False,False,False,11,5,1,99999999,0,216.47759525143505,,
2,06,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/06,,Done,1075016.912456,10111100110101101,14468.191140215491,False,False,False,11,6,1,99999999,0,1060548.7213155152,,
2,12,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/12,,Done,14581.248402,11110101120101100,14362.46306741265,False,False,False,12,6,1,99999999,0,218.785334207108,,
2,17,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/17,,Done,14355.721151,10110110122101110,14128.363358657049,False,False,False,13,6,1,99999999,0,227.35779270018546,,
2,32,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/32,,Done,14420.501166,11111110120101110,14205.905952713661,False,False,False,13,6,1,99999999,0,214.59521345252756,,
2,04,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/04,,Done,14466.975519,10111110120101100,14242.883499616162,False,False,False,12,6,1,99999999,0,224.0920193611808,,
2,07,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/07,,Done,14556.257853,11111110120101100,14348.063625508397,False,False,False,12,6,1,99999999,0,208.19422726758148,,
2,31,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/31,,Done,32467.467064,10101100112000110,14194.4503818033,False,True,True,10,6,1,9.46233074502519,0,18273.016682124184,,
2,34,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/34,,Done,14543.551319,11101110112000110,14255.41574459645,False,True,True,10,6,1,13.649414842940969,0,288.1355739875795,,
2,27,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/27,,Done,544496.445469,10101110110101100,14392.897052098791,False,True,True,11,6,1,31.706169350548254,0,530103.548416785,,
2,40,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/40,,Done,19500.150442,11101100112101110,14223.47733979073,False,True,True,12,6,1,14.522670431714554,0,5276.673101722557,,
2,26,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/26,,Done,14677.234212,11101110110101100,14355.987705006588,False,True,True,11,6,1,13.194057520670997,0,321.2465072180146,,
2,39,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/2/39,,Done,14698.524608,11101110112100100,14364.877769338646,False,True,True,10,6,1,16.31268066368398,0,333.64683833754924,,
3,11,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/11,,Done,15048.583073,01101100122100101,14951.515990813961,False,True,True,8,4,1,4.833944272249723,0,97.06708261617901,,
3,03,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/03,,Done,15234.181898,00100111122000111,15164.181897553142,False,True,True,7,4,1,4.298048331988119,0,70.0,,
3,09,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/09,,Done,15060.864330,00111101122000111,14980.86432962854,False,True,True,7,4,1,2.709475834514084,0,80.0,,
3,01,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/01,,Done,15221.641122,00100111122100101,15133.96176431857,False,True,True,8,4,1,4.915992996805276,0,87.67935750003909,,
3,08,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/08,,Done,15074.391719,01110101120000110,14967.569833327052,False,True,True,7,4,1,2.7376530301812756,0,106.82188575548572,,
3,33,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/33,,Done,14408.309208,10100111120100101,14272.932702453232,False,True,True,11,6,1,5.861799092623402,0,135.37650592677485,,
3,21,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/21,,Done,14310.747615,10100111122100011,14182.65971139046,False,True,True,11,6,1,9.110282777920778,0,128.0879039606203,,
3,34,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/34,,Done,14585.210247,11110101120100001,14466.20701105664,False,True,True,10,6,1,6.328160383269164,0,119.00323599975063,,
3,28,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/28,,Done,14328.331159,10100101122100011,14181.35766213335,False,True,True,11,6,1,8.930257327597548,0,146.97349681171048,,
3,15,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/15,,Done,14291.372614,10110111122100111,14147.725382894261,False,True,True,12,6,1,9.772193253432595,0,143.64723110915213,,
3,24,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/24,,Done,14422.765792,10101111120100001,14303.931033488278,False,True,True,10,6,1,5.388588346602791,0,118.83475802033617,,
3,25,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/25,,Done,14467.251332,11101111120100011,14349.882695455912,False,True,True,11,6,1,6.368082325159483,0,117.36863664184062,,
3,27,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/27,,Done,14581.934187,11100111122100001,14473.402711288263,False,True,True,10,6,1,5.658403152586215,0,108.53147538645136,,
3,20,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/20,,Done,14471.056871,11101100122100011,14343.367641376075,False,True,True,11,6,1,6.062692767281942,0,127.6892293353686,,
3,31,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/31,,Done,14533.654072,10110101120100101,14272.960434151662,False,True,True,11,6,1,13.246715612297402,0,260.69363811130984,,
3,23,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/23,,Done,20534.995832,10101101120100001,14303.876862723351,False,False,False,10,6,1,99999999,0,6231.118969600546,,
3,29,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/29,,Done,14357.526093,11111101120100111,14219.030923183258,False,True,True,12,6,1,8.830134676465413,0,138.49516935620022,,
3,13,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/13,,Done,14500.617380,11111101122100101,14369.294939318801,False,True,True,11,6,1,8.940096867539713,0,131.32244087094617,,
3,22,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/22,,Done,14376.572869,10110110122101011,14183.548762227883,False,False,False,12,6,1,99999999,0,193.02410711620334,,
3,19,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/19,,Done,14487.451539,10111110120101001,14303.822547977683,False,False,False,11,6,1,99999999,0,183.62899094022575,,
3,16,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/16,,Done,14375.298874,10101100120100010,14162.50477542463,False,True,True,11,6,1,12.250543898691369,0,212.79409815728368,,
3,12,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/12,,Done,19637.166102,10110100122100100,14242.634335024464,False,False,False,11,6,1,99999999,0,5394.531767204272,,
3,35,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/35,,Done,14440.027955,11111111120100010,14305.011262045,False,True,True,11,6,1,6.2329080366853455,0,135.01669270874194,,
3,02,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/02,,Done,14357.111381,10110110122101111,14147.964483683058,False,False,False,13,6,1,99999999,0,209.1468968923744,,
3,26,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/26,,Done,14355.385659,11100111122100110,14205.918050580241,False,True,True,12,6,1,8.418782397406526,0,149.46760800040306,,
3,38,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/38,,Done,14310.685550,10110111122100010,14163.476267144928,False,True,True,11,6,1,9.04741968533043,0,147.20928332591265,,
3,14,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/14,,Done,14307.124958,10101101122100110,14126.591307496981,False,True,True,12,6,1,9.590365252101245,0,180.5336509596292,,
3,10,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/10,,Done,14367.903651,10101100122101111,14145.977308249754,False,False,False,13,6,1,99999999,0,221.92634272081455,,
3,32,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/32,,Done,14358.506320,11101100120100110,14198.825481963848,False,True,True,12,6,1,8.069925049216653,0,159.68083792834545,,
3,06,/projects/qcp/QCP_MODELING/OTHER/autoPK/automatization_popPK/poppk/az_synthetic_data/ribo/8/5/n0/temp/3/06,,Done,14473.703665,10110110120101101,14273.069701711727,False,False,False,12,6,1,99999999,0,200.63396359350514,,
